Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q4,Q5,Q7,Q7_13_TEXT,Q9,Q9_ELAB,Q10_NL,Q10_NL_2_TEXT,Q10_BE,Q10_BE_2_TEXT,Q10_OTHER,Q10_OTHER_2_TEXT,Q10_ELAB,Q11_NL,Q11_NL_2_TEXT,Q11_BE,Q11_BE_2_TEXT,Q11_OTHER,Q11_OTHER_2_TEXT,Q11_ELAB,Q12_CanonSize,Q12_CanonSize_5_TEXT,Q12_A_CanonOral,Q13,Q14,Q14_ELAB,Q15,Q15_ELAB,Q12_B_CanonMultiple,Q12_B_ELAB,Q16,Q16_EX_1,Q16_EX_2,Q16_EX_3,Q16_ELAB,Q17,Q17_EX_1,Q17_EX_2,Q17_EX_3,Q17_ELAB,QPERS_GENDER,QPERS_BIRTH_COUNTRY,QPERS_LANG,QPERS_EDU,QPERS_LING_JOB,QPERS_READING,Q53,Q55,QPERS_IDEAS,QPERS_ORIGIN,QPERS_COMPLAIN,QPERS_AGE,Q10,Q11,Q9num,Q9numopp,Q10num,Q10numopp,Q11num,Q11numopp,Q7binary,Q13dialoog,Q13educatief,Q13elitair,Q13ouderwets,Q13reflectie,Q13fundament,Q13anders
87,846,FALSE,2022-06-01 23:32:26,R_1CfNNH80ywxuYPf,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Neutraal,"...een inspiratiebron,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Eens,NA,Eens,NA,Oneens,NA,Eens,NA,NA,NA,NA,Eens,NA,NA,NA,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,5,Ja,Ja,NA,NA,NA,58,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,NA,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,1320,TRUE,2022-06-01 23:43:03,R_3G0uJNmdk4a1Q3u,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",lANGS LIJNEN DER GELEIDELIJKHEID  L. cOUPERUS,hET BINNESTE eI hANNES MEINKEMA,iNDISCHE DUINEN aDRIAAN VAN DIS,SUSTER BERTKEN,REIJNAERT DE VOS,dE WINGERDRANK f. bORDEWIJK,gRIMLACHJES PIETPAALTJES,gEEN GEWOON HOLLANDS MEISJE mARION BLOEM,dE KLEINE jOHANNES f. VAN eeDEN,EEN LIEFDE lLVAN DEIJSSEL,DE STILLE KRACHT lCOUPERUS,sUSTER BERTKEN,CAMERA OBSCURA,NA,NA,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",MET VERPLICHTE LEESLIJST BEDOEL IK DAT LEERLINGEN WEL KEUZES KUNNEN MAKEN EN NIET ALLES HOEVEN EN OOK AANDACHT VOOR HEEL NIEUWE TAALONTWIKKELINGEN,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,HET INLEVEN IN DE ANDER WAT JE OA KAN LEREN DOOR TEKSTEN VAN ANDEREN IS BELANGRIJK VAN KAPPER TOT MEDICUS,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,HET INLEVEN IN DE ANDER WAT JE OA LEERT DOOR DIVERSE TEKSTEN UIT DIVERSE TIJDEN EN STREKEN IS BELANGRIJK VOOR DE KAPPER ALSMEDE VOOR DE MEDICUS,100 werken,NA,Beetje eens,...een fundament van een collectief cultureel geheugen,Eens,NA,Eens,NA,Eens,NA,Eens,iNDONESISCHE AUTEURS,NA,NA,DAARMEE VOEL IK ME VERTEGENWOORDIGD,Oneens,NA,NA,NA,HOU DAARVOOR EEN APARTE LIJST,Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,15,Ja,NA,NA,VIA MAIL LAURENS JANSZ. COSTERLIJST,NA,66,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,2443,TRUE,2022-06-02 00:39:34,R_27evf2E1uAno1wy,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord","Eva, van Carry van Bruggen,","De kleine zielen, Couperus","Dubbelspel, Arion","Max Havelaar, Multatuli","Titaantjes, Nescio","Sara Burgerhart, Wolff en Deken","Wij slaven van Suriname, De Kom",Hadewijch gedichten,"Reinaert de vos, onbekende auteur","Pluk van de Petteflat, Annie M.G. Schmidt","Rolien en Ralien, Josepha Mendels","De getatoeeerde lorelwi, Jaap Harten","De morgen loeit weer aan, Tip Marugg",NA,Reinaert de Vos,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …),televisie en radio",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Kinderen moeten boeken lezen waar ze zelf aan toe zijn , hun eigen keuzes maken. Het is wel belangrijk dat ze weten wat er is.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,...een aanzet tot reflectie en een bron voor debat,Helemaal eens,Geeft de kans om op zoek te gaan naar vergeten werken en ontdekkingen te doen,Helemaal eens,Zorgt voor verrrijking en verdieping. Maakt literatuur  voor meer mensen interessant,Helemaal eens,NA,Eens,De Kom,Tip Marugg,Bea Vianen,Vind ik voor iedereen belangrijke schrijvers,Helemaal eens,"Werk van Annie M.G. Schmidt, Paul Biegel, Guus Kuijer",Het vlot van Wim Hofman,Lampje van Annet Schaap,"Mooie boeken, niet alleen voor kinderen van belang. Wel geschikt voor scholieren",Vrouw,Nederland,Nederlands,Hoger onderwijs (niet universitair),...wél met taal bezig,50,Ja,Ja,NA,Via gedichtensite Laurens Jansz Coster,Leuke enquête,70,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,0,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,599,TRUE,2022-06-02 01:12:21,R_3QMnxVs0kgCTrwh,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Brief aan Boudewijn - Walter van den Broexk,Groenten uit Balen - Walter van den Broeck,Het Beleg van Laken - Walter van den Broeck,Wit is altijd schoon - Leo Pleysier,De draaischijf - Tom Lanoye,De Kapellekensbaan. - LP Boon,Monsieur Hawarden - Filip de. pilleciun,Een mens van goede wil - Gerard Walschap,NA,NA,Piet van Aken,August Snieders,NA,Walter van den Broeck,Brief aan Boudewijn,"een klassieke tekst in de oorspronkelijke (boek)vorm,social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,100 werken,NA,Helemaal eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving",Neutraal,NA,Neutraal,NA,Helemaal eens,NA,Helemaal eens,NA,NA,NA,NA,Helemaal eens,Tonke Dragt,NA,NA,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,20,Nee,Ja,Televisie documentaires Podcasts Goedekope uitgaven,Facebook,NA,56,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1885,TRUE,2022-06-02 01:16:20,R_3fePfBqLBO7xaJE,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",De Vlaschaard Stijn Streuvels,Moeder waarom leven wij Lode Zielens,De Kapellekensbaan Louis Paul Boon,Sprakeloos Tom Lanoye,De Bekeerlinge Stefan Hertmans,Het smelt Lize Spit,Bezonken rood Jeroen Brouwers,Boerenpsalm Felix Timmermans,Brief aan Boudewijn Walter van den Broeck,Gangreen 1 Jef Geeraerts,De Vlasschaard,NA,NA,NA,NA,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,50 werken,NA,Beetje eens,"...een inspiratiebron,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Eens,NA,Eens,NA,Beetje oneens,NA,Beetje eens,NA,NA,NA,NA,Eens,Jip en Janneke,Pluk van de Petteflet,Jakie en de chocoladefabriek,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,20,NA,NA,NA,via website De lage landen,NA,70,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,0,0,0
100,2168,TRUE,2022-06-02 01:18:39,R_2t3TVzxSAu0BEOh,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar-Multatuli,Titaantjes-Nescio,dDe donkere kamer van Damocles-WF Hermans,Letter en geest-Frans Kellendonk,De voeten van Abdullah-Hafid Bouazza,Het verdriet van België-Hugo Claus,De kapellekensbaan-Louis Paul Boon,Heren van de thee-Hella S. Haasse,Hersenschimmen- J Bernlef,De stille kracht- Louis Couperus,De verbeelding-Herman Franke,De eeuwige jachtvelden - Nanne Tepper,Geachte muizenpoot - F. ten Harmsen van der Beek,Couperus,Max Havelaar - Multatuli,"een klassieke tekst in de oorspronkelijke (boek)vorm,social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn),websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","De leeslijst mag summier zijn, maar alleen globaal bespreken is het gelijkstellen van een samenvatting met de literaire klassieker.","Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",de hoeveelheid klassiekers stijgend naar het niveau van de opleiding. De meer praktisch gerichte opleidingen vooral op vrijwillige basis aanbieden.,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Beetje oneens,...een fundament van een collectief cultureel geheugen,Eens,"Eens, want de literatuur spiegelt ons mensen en onze samenleving, met een mits: de literaire kwaliteit van een werk moet doorslaggevend zijn.",Eens,"ook hier, de canon spiegelt ons als samenleving, maar de literaire kwaliteit van een werk moet doorslaggevend zijn.",Helemaal oneens,NA,Helemaal eens,De morgen loeit aan - Tipp Marugg,Antoine de Kom,P.A. Daum,NA,Neutraal,NA,NA,NA,"Ook een tekst die geschreven is voor de jeugd kan grote literaire waarde bevatten. Denk aan Annie MG Schmidt, of een gedicht als Marc groet de dingen.",Vrouw,Nederland,Nederlands,Hoger onderwijs (niet universitair),...wél met taal bezig,30,Nee,Ja,Daag de jongeren uit om een rapversie te maken van een bekende literaire tekst uit de canon,NA,NA,57,"Ja, maar alleen voor leerlingen van ...","Ja, voor alle onderwijsrichtingen",2,0,1,1,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,675,TRUE,2022-06-02 01:19:06,R_1ezuVpupYDaJINA,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar - Multatuli,Pallieter - Felix Timmermans,Kaas - Elsschot,Elias - Maurice Gilliams,Guido Gezelle,Bezette Stad - Paul van Ostaijen,Het recht van de sterkste - Cyriel Buysse,Stijgkopje als grootmoeder - Suze La Chapelle-Roobol,Annie M.G. Schmidt,Het amusement - Brecht Evens,Pallieter - Felix Timmermans,NA,NA,Felix Timmermans,NA,"een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het lezen van een literatuurgeschiedenis,televisie en radio",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving",Eens,NA,Eens,NA,Helemaal eens,NA,Eens,NA,NA,NA,NA,Helemaal eens,Kruistocht in spijkerbroek,Annie mg Schmidt,Stijgkopje als grootmoeder - Suze La Chapelle-Roobol,NA,Vrouw,Duitsland,Duits,Hoger onderwijs (universitair),...wél met taal bezig,30,Nee,Ja,NA,NA,NA,35,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1292,TRUE,2022-06-02 01:57:44,R_2f9vdPRhdqMAV9E,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Kaas - Willem Elsschot,De kapellekensbaan - Louis Paul Boon,De aanslag - Harry Mulisch,Van den vos Reynaerde,Het verdriet van België - Hugo Claus,Oorlog en terpentijn - Stefan Hertmans,De stille kracht - Louis Couperus,Houtekiet - Gerard Walschap,Herman De Coninck,Walter van den Broeck,Stijn Streuvels,Cyriel Buysse,Felix Timmermans,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een werk met een literatuurhistorisch onderwerp, zoals een biografie,het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",Verplichten heeft meestal niet het beoogde effect. Een kleine minderheid van de leerlingen kan uit zichzelf de waarde van klassiekers inschatten en naar waarde schatten. Een betrokken docent is een heel belangrijk.,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",BSO niet.,NA,NA,"BSO niet, enkel aanbieden als de leerkracht 'mogelijkheden' ziet. Voor BSO zijn er mogelijkheden Voor BSO zijn er mogelijkheden. De leerkracht moet dat inschatten. Dat kan van klas tot klas, van schooljaar tot schooljaar verschillen.",NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",Niet BSO.,NA,NA,Zie vorig antwoord.,Geen vastgesteld aantal werken,NA,Beetje eens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Eens,"Het aanbod moet beoordeeld worden, zonder vooroordelen. Diversiteit mag geen doel op zich worden.",Eens,Zie ook vorig antwoord. Quota kunnen geen doel op zich zijn.,Eens,NA,Eens,NA,NA,NA,NA,Oneens,NA,NA,NA,Er mag een canon voor kinder- en jeugdliteratuur komen. Dat schept duidelijkheid.,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,30,Ja,Ja,NA,NA,NA,58,"Ja, maar alleen voor leerlingen van ...","Ja, maar alleen voor leerlingen van ...",1,1,1,1,1,1,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,0,een fundament van een collectief cultureel geheugen,0
100,2368,TRUE,2022-06-02 02:02:52,R_3nOztcT7rhWmhzv,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord","De zwerftocht van Belcampo, Belcampo","Onder professoren, WF Hermans","De renner, Tim Krabbé","De walgvogel, Jan Wolkers","De stilte voor het vuur,  Mariët Meester","Verzameld werk, M .Vasalis","Wapenrok, Bouke Jagt","Verzamelde gedichten, Slauerhoff","Dagboek Anna Frank, Anna Frank","De Artappa's, J.B. Schuil",Belcampo,J.B. Schuil,Multatuli,Willem Frederik Hermans,Max Havelaar,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",Graag met zachte dwang en enthousiasme,Nee,NA,NA,NA,NA,NA,"Het zou al mooi zijn als alle leerlingen lezen. Dus eerst enthousiasme voor lezen, dan eventueel de klassiekers. Docenten kunnen ook vertellen over klassiekers, of verfilmingen laten zien","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Maar wel kennismaking rekening houdend met niveau.,50 werken,NA,Helemaal oneens,"...een aanzet tot reflectie en een bron voor debat,...elitair en niet inclusief",Eens,Dan is het chronologie wel belangrijk,Beetje eens,Kwaliteit moet doorslaggevend zijn,Beetje eens,"Kan, maar dan verwatert het begrip Canon",Beetje eens,NA,NA,NA,Geen idee,Beetje eens,J.B. Schuil,Annie MG Schmidt,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,5,Nee,Ja,NA,NA,NA,54,Nee,"Ja, voor alle onderwijsrichtingen",1,1,0,2,2,0,Analoog,0,0,elitair en niet-inclusief,0,een aanzet tot reflectie en een bron voor debat,0,0
100,898,TRUE,2022-06-02 02:21:19,R_3ehqnXqKreVDHc9,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",hella haasse,Yvonne keuls,godfried bomans,annejet van der zijl,khaled hosseini,Maarten 't hart,Jan siebelink,Arthur japin,NA,NA,mevrouw benzinekosten hella haasse,Simon vestdijk,NA,hella haasse,NA,"een werk met een literatuurhistorisch onderwerp, zoals een biografie,televisie en radio",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Oneens,...een educatief instrument,Oneens,NA,Beetje oneens,NA,Oneens,NA,Eens,NA,NA,NA,NA,Eens,annie mg schmidt,guus kuyer,NA,NA,Zeg ik liever niet,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,10,NA,NA,NA,NA,NA,68,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,een educatief instrument,0,0,0,0,0
100,330467,TRUE,2022-06-02 02:25:20,R_RQeLJTTxVe3uCQh,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Refreinen - Anna Bijns,Sara Burgerhart - Betje Wolf/Aagje Deken,Reinhart - Elisabeth Maria Post,Majoor Frans - A.L.G. Bosboom-Toussaint,Hilda van Suylenburgh - Cecile Goekoop de Jong van Beek en Donk,Een revolverschot - Virginie Loveling,Eva - Carry van Bruggen,Oeroeg - Hella Haasse,Eenzaam avontuur - Anna Blaman,Gewaagd moederland - Astrid Roemer,Hilda van Suylenburgh - Cecile Goekoop de Jong van Beek en Donk,Een revolverschot - Virginie Loveling,De vermaledijde vaders - Monika van Paemel,Hella Haasse,Eva - Carry van Bruggen,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het lezen van een literatuurgeschiedenis",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Verplichting is nooit goed, aandacht voor kennis van de literatuurgeschiedenis wel","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Helemaal eens,NA,Helemaal eens,NA,Eens,NA,Helemaal eens,Wij slaven van Suriname - Anton de Kom,Schilden van Leem - Boeli van Leeuwen,De koningin van Paramaribo - Clark Accord,NA,Eens,Pluk van de Petteflat - Annie MG Schmidt,Marijn bij de lorredraaiers - Miep Diekmann,Krassen in het tafelblad - Guus Kuijer,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,40,Nee,Ja,NA,Nieuwsbrief Taalunie,NA,52,"Ja, voor alle onderwijsrichtingen","Ja, maar alleen voor leerlingen van ...",1,1,2,0,1,1,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,710,TRUE,2022-06-02 02:29:23,R_vOnaybF50AqOjFT,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar,Bittere kruiden,Hebban Olla Vogela …,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,Geen vastgesteld aantal werken,NA,Beetje eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Eens,NA,Helemaal eens,NA,Neutraal,NA,Neutraal,NA,NA,NA,NA,Eens,NA,NA,NA,NA,Vrouw,Australië,Engels,Hoger onderwijs (universitair),...niet met taal bezig,25,NA,NA,NA,Twitter,NA,64,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,969,TRUE,2022-06-02 02:30:33,R_3PiAtfU6ll8Tu3O,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Nooit meer slapen - W. F. Hermans,De vrolijke verrijzenis van Arago - Tomas Lieske,Van den vos Reynaerde - Willem die Madocke maecte,Hersenschimmen - J. Bernlef,Cliënt E. Busken - Jeroen Brouwers,De ontdekking van de hemel - Harry Mulisch,"Raam, sleutel - Robbert Welagen",De Leeuw van Vlaanderen - Hendrik Conscience,Awater - Martinus Nijhoff,Kopstukken - Godfried Bomans,Bint - F. Bordewijk,Nagelaten dagen - Marga Minco,De koperen tuin - Simon Vestdijk,W. F. Hermans,Karel ende Elegast,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",Havo en VWO,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Helemaal eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Oneens,"Het draait om de kwaliteit en de impact van de tekst, niet om de auteur.",Beetje oneens,Zie vorige toelichting.,Eens,NA,Oneens,NA,NA,NA,NA,Beetje eens,Erik of het klein insectenboek - Godfried Bomans,NA,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,15,Nee,Ja,Collectieve canon - willekeurig aantal Nederlanders krijgt een enquête om een canon op te stellen.,NPO Radio 1,NA,24,"Ja, voor alle onderwijsrichtingen","Ja, maar alleen voor leerlingen van ...",1,1,2,0,1,1,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,803,TRUE,2022-06-02 03:05:12,R_1Lu2cRWDyYAEDvC,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Reynaert de Vos,Karel ende Elegast,Kruistocht in spijkerbroek,Koning van Katoren,"Van oude mensen, de dingen die voorbijgaan",Godfried Bomans,Willem Elsschot,NA,NA,NA,NA,NA,NA,NA,NA,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Neutraal,NA,Neutraal,NA,Eens,NA,Eens,NA,NA,NA,NA,Helemaal eens,Koning van Katoren,Kruistocht in spijkerbroek,De brief voor de koning,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,4,Ja,Ja,NA,NA,NA,33,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
